,from_id,total_distance,walking_distance,transfers,travel_time_total,walking_time,wait_time_total
965,o_360610215001,1685.580318,863.653,0,16.08333333,14.58333333,1.683333333
966,o_360610215002,1072.236233,907.619,0,16.23333333,15.23333333,3.066666667
967,o_360610216001,1701.076738,467.274,0,15.16666667,7.916666667,2.516666667
968,o_360610216002,1760.279738,526.477,0,16.15,8.9,1.533333333
969,o_360610216003,1466.453452,949.846,0,19.5,16.35,2.75
970,o_360610216004,1162.369067,1045.98,0,18.61666667,17.81666667,3.633333333
971,o_360610216005,1422.477063,1103.466,0,21.13333333,18.96666667,1.116666667
972,o_360610217031,1430.424375,1214.753,0,21.56666667,20.38333333,3.166666667
973,o_360610218001,1271.209881,1028.924,0,19.16666667,17.41666667,4.016666667
974,o_360610218002,1248.199881,1005.914,0,18.8,17.05,4.383333333
975,o_360610218003,1008.318067,891.929,0,16,15.2,6.25
976,o_360610218004,1081.680067,965.291,0,17.26666667,16.46666667,4.983333333
977,o_360610219001,1677.082366,1075.077,0,22.03333333,18.3,2.4
978,o_360610219002,1918.661665,874.024,0,21.33333333,14.83333333,3.1
979,o_360610219003,1849.51144,1101.146,0,23.33333333,18.68333333,1.1
980,o_360610219004,1333.353081,589.849,0,13.38333333,10.03333333,1.833333333
981,o_360610220001,1270.007338,1079.452,0,19.26666667,18.26666667,1.566666667
982,o_360610220002,1428.238881,1185.953,0,21.86666667,20.11666667,1.316666667
983,o_360610220003,1377.127063,1058.116,0,20.21666667,18.05,2.033333333
984,o_360610220004,1201.953067,1085.564,0,19.28333333,18.48333333,2.966666667
985,o_360610220005,1410.241063,1091.23,0,20.78333333,18.61666667,1.466666667
986,o_360610221021,1257.965816,1051.232,0,19.08333333,17.78333333,2.383333333
987,o_360610221022,1212.866816,1006.133,0,18.31666667,17.01666667,3.15
988,o_360610222001,1380.230318,558.303,0,10.91666667,9.416666667,2.85
989,o_360610222002,1574.278205,787.802,0,17.83333333,13.3,1.7
990,o_360610223011,2997.552451,353.097,1,20.78333333,5.983333333,5.983333333
991,o_360610223012,2152.385457,1939.172,0,34.05,32.71666667,1.6
992,o_360610223013,2305.686816,2098.953,0,36.86666667,35.56666667,4.6
993,o_360610223014,2316.751816,2110.018,0,36.96666667,35.66666667,4.5
994,o_360610223021,2837.358966,1023.572,0,21.3,17.3,4.966666667
995,o_360610223022,2106.81058,859.82,0,22.31666667,14.55,2.116666667
996,o_360610224001,703.9174766,250.931,0,6.716666667,4.216666667,1.016666667
997,o_360610224002,1286.804318,464.877,0,9.35,7.85,4.416666667
998,o_360610224003,999.5089997,762.194,0,13.98333333,12.88333333,2.733333333
999,o_360610224004,1047.200477,594.214,0,12.11666667,10,1.966666667
1000,o_360610225001,8289.273639,666.258,1,27.25,11.25,7.516666667
1001,o_360610225002,2052.54441,1598.329,0,29.86666667,27,1.583333333
1002,o_360610225003,1828.330816,1621.597,0,28.7,27.4,2.75
1003,o_360610225004,1631.061816,1424.328,0,25.36666667,24.06666667,6.083333333
1004,o_360610225005,3302.36711,262.726,1,21.7,4.466666667,5.05
1005,o_360610226001,452.0113746,236.34,0,5.166666667,3.983333333,2.55
1006,o_360610226002,543.2073746,327.536,0,6.7,5.516666667,1.016666667
1007,o_360610226003,1485.868988,1328.137,0,23.51666667,22.53333333,2.166666667
1008,o_360610227001,1704.370816,1497.637,0,26.63333333,25.33333333,4.816666667
1009,o_360610227002,1679.066769,1344.503,0,24.51666667,22.61666667,1.116666667
1010,o_360610227003,1547.67526,1374.929,0,24.16666667,23.16666667,1.466666667
1011,o_360610228001,663.6704228,468.069,0,8.983333333,7.883333333,1.783333333
1012,o_360610228002,528.2784228,332.677,0,6.716666667,5.616666667,4.05
1013,o_360610228003,887.6404769,671.969,0,12.28333333,11.26666667,1.783333333
1014,o_360610228004,936.5056999,740.904,0,13.38333333,12.46666667,3.55
1015,o_360610229001,2206.715725,1432.454,0,29.01666667,24.13333333,2.433333333
1016,o_360610229002,1824.875816,1618.142,0,28.65,27.35,2.8
1017,o_360610229003,1998.93841,1544.723,0,28.86666667,26,2.583333333
1018,o_360610229004,1905.830816,1699.097,0,30.03333333,28.73333333,1.416666667
1019,o_360610229005,3992.38053,2283.792,1,48.76666667,38.63333333,4.016666667
1020,o_360610230001,840.8972597,668.151,0,12.3,11.3,1.333333333
1021,o_360610230002,655.3727675,320.809,0,7.9,5.4,1.283333333
1022,o_360610230003,928.0747686,593.511,0,11.88333333,9.983333333,1.75
1023,o_360610230004,1082.887262,910.141,0,16.68333333,15.38333333,1.5
1024,o_360610230005,762.2042597,589.458,0,10.95,9.95,2.683333333
1025,o_360610231001,1984.55741,1530.342,0,28.66666667,25.8,2.783333333
1026,o_360610231002,3468.921356,933.825,1,20.73333333,15.73333333,7.2
1027,o_360610231003,1990.156667,1144.849,0,24.15,19.35,1.483333333
1028,o_360610231004,3442.704356,907.608,1,20.28333333,15.28333333,7.65
1029,o_360610232001,1150.446667,305.139,0,9.983333333,5.183333333,3.65
1030,o_360610232002,981.6624249,405.219,0,10.15,6.866666667,3.483333333
1031,o_360610232003,1253.944423,677.501,0,15.76666667,11.45,2.416666667
1032,o_360610232004,2911.176411,481.066,1,13.13333333,8.133333333,5.616666667
1033,o_360610233001,2400.660502,622.731,0,13.98333333,10.48333333,4.033333333
1034,o_360610233002,1724.746889,897.701,0,16.75,15.25,1.266666667
1035,o_360610233003,2156.424606,1554.961,0,30,26.2,1.45
1036,o_360610234001,2357.613677,1538.697,0,27.91666667,25.91666667,1.016666667
1037,o_360610234002,2984.941411,554.831,1,14.35,9.35,4.4
1038,o_360610235011,1564.411646,573.847,0,15.78333333,9.783333333,1.883333333
1039,o_360610235012,1623.634741,467.016,0,10.93333333,7.933333333,2.283333333
1040,o_360610235013,1487.098741,330.48,0,8.6,5.6,4.616666667
1041,o_360610235014,1927.558122,1766.692,0,30.83333333,30.01666667,2.2
1042,o_360610235015,1538.943741,382.325,0,9.533333333,6.533333333,3.683333333
1043,o_360610235021,2312.633253,1027.677,0,20.86666667,17.36666667,1.883333333
1044,o_360610236001,2199.262278,872.465,1,21.66666667,14.76666667,4.966666667
1045,o_360610236002,2620.588999,1084.614,0,27.33333333,18.31666667,1.033333333
1046,o_360610236003,1662.481674,1428.282,0,25.61666667,24.16666667,2.7
1047,o_360610236004,1385.486275,420.792,0,12.56666667,7.1,1.066666667
